Parcel,Year,Land_Assessment,Improvement_Assessment,Total_Assessment
81022301105,2019,88000,292000,380000
60811112121,2019,117100,464500,581600
70921221118,2019,133900,249600,383500
80936401085,2019,0,0,0
60811428049,2019,79600,214300,293900
71005227212,2019,38400,226600,265000
81023209275,2019,0,1200,1200
71003104016,2019,120000,460000,580000
80925109236,2019,50800,111600,162400
60801312442,2019,84600,219600,304200
70822208059,2019,113000,0,113000
70813330100,2019,55500,322500,378000
70912402157,2019,94000,326000,420000
70920307084,2019,101800,295700,397500
70922439364,2019,84800,277400,362200
70923156610,2019,5000,10000,15000
70826421508,2019,0,4000,4000
81034401216,2019,62700,167300,230000
70926226014,2019,0,0,0
70923150282,2019,62000,423000,485000
70923153335,2019,1300,23700,25000
81034202226,2019,67400,205700,273100
71002303099,2019,33000,215000,248000
70933405122,2019,83400,167000,250400
71020308112,2019,10200,113800,124000
70823202224,2019,128600,248700,377300
71015103030,2019,67900,189800,257700
71009409030,2019,70900,175100,246000
70921125071,2019,124400,268200,392600
70834308178,2019,43500,431500,475000
70835320064,2019,84900,355000,439900
60811205140,2019,95800,217000,312800
70920123125,2019,15200,88400,103600
81031201172,2019,48600,163500,212100
81034115031,2019,27500,112500,140000
80925116158,2019,13500,213200,226700
70919224041,2019,101300,195800,297100
71011125070,2019,65500,257500,323000
81026415134,2019,100,0,100
70828112113,2019,90100,214400,304500
70835202329,2019,106200,281200,387400
70820109069,2019,138300,0,138300
80924421839,2019,400,1600,2000
80924432878,2019,400,1600,2000
70836408140,2019,57800,192900,250700
70924219441,2019,0,25000,25000
71014207172,2019,56100,167000,223100
70836405641,2019,59900,165100,225000
71006312228,2019,52100,167600,219700
70919201031,2019,54900,199800,254700
70913350313,2019,0,15000,15000
70930410124,2019,85800,221000,306800
70826410262,2019,64200,170400,234600
70813328254,2019,134700,273000,407700
71005226181,2019,62800,208100,270900
70922307082,2019,108900,397100,506000
70921305061,2019,173600,412400,586000
60802313027,2019,96700,262100,358800
70929115074,2019,111700,196500,308200
80924411963,2019,400,1600,2000
70932405123,2019,154000,420000,574000
70922431170,2019,96200,342600,438800
70824207075,2019,115900,303500,419400
71035203125,2019,69300,229900,299200
60802420070,2019,13100,118800,131900
71035207309,2019,43900,200800,244700
70815309054,2019,127300,785200,912500
71015204333,2019,69900,155100,225000
71006130224,2019,47500,229600,277100
80936412058,2019,73400,144800,218200
60811435078,2019,104800,216100,320900
70920216748,2019,13000,486200,499200
80936100942,2019,0,0,0
70834214549,2019,40800,415900,456700
70922417047,2019,75400,254000,329400
71010103051,2019,70700,187100,257800
70834212098,2019,70100,244200,314300
70834428364,2019,20300,162700,183000
70913113109,2019,65300,257700,323000
71008101017,2019,0,0,0
70919101033,2019,0,0,0
80924429990,2019,400,1600,2000
71035205163,2019,66800,236100,302900
70901113210,2019,16300,88700,105000
71005304094,2019,68000,221900,289900
60812302549,2019,71200,191100,262300
70833404050,2019,139400,360700,500100
71009217318,2019,10600,0,10600
60906109215,2019,71900,150600,222500
60801233010,2019,30000,108500,138500
80924419933,2019,400,1600,2000
70921206251,2019,71500,157600,229100
81026370114,2019,7500,0,7500
81031404304,2019,38200,136400,174600
70829103103,2019,66900,261100,328000
70834305108,2019,139700,419100,558800
70928108088,2019,107000,243000,350000
60801419529,2019,16600,205900,222500
70932405131,2019,437000,645000,1082000
60802413116,2019,83000,678000,761000
80925403208,2019,58600,111500,170100
60801226289,2019,16200,160800,177000
70929416183,2019,94800,265800,360600
70923148617,2019,4200,800,5000
70923144227,2019,8000,7000,15000
70928111221,2019,122500,394600,517100
81028118934,2019,8700,49300,58000
70822105461,2019,1038000,5922000,6960000
70913132026,2019,569800,998000,1567800
71007201206,2019,90400,393000,483400
70926404214,2019,80600,144200,224800
70828444144,2019,0,0,0
71002107277,2019,9500,140200,149700
70928116106,2019,119900,230100,350000
70932423208,2019,51100,87700,138800
70814415084,2019,88300,240500,328800
70919308093,2019,100100,149200,249300
81028118455,2019,7100,64600,71700
70920218562,2019,300,14700,15000
70826403324,2019,96300,259700,356000
70921208166,2019,101000,369000,470000
70926101266,2019,80200,183400,263600
70820109100,2019,100,0,100
80936404146,2019,72700,201300,274000
70929416084,2019,97700,303000,400700
70931410248,2019,103400,137400,240800
70931302073,2019,122100,175600,297700
70923163649,2019,44900,412800,457700
81033403049,2019,64900,0,64900
71015208020,2019,74300,210700,285000
80925413116,2019,48500,146700,195200
70813304329,2019,83100,203700,286800
70833409042,2019,46200,199100,245300
70836304257,2019,50800,118700,169500
70826310165,2019,100200,356700,456900
70919310139,2019,100700,148400,249100
71007110019,2019,84900,274600,359500
80935108400,2019,694200,555800,1250000
70929217193,2019,91600,236200,327800
81033303041,2019,86000,414000,500000
70923173440,2019,3300,5900,9200
70922237148,2019,132000,309000,441000
70901113806,2019,15900,86100,102000
71033200983,2019,0,0,0
70828111115,2019,95200,195800,291000
71015119110,2019,43300,178400,221700
70814203132,2019,101200,234000,335200
70923168954,2019,6500,18500,25000
70918321963,2019,0,2000,2000
70926105028,2019,80300,260400,340700
71016411169,2019,61600,153600,215200
70914302123,2019,257000,1432000,1689000
70931414422,2019,62700,210700,273400
70835124622,2019,500,1500,2000
70825209244,2019,32000,84000,116000
71015212063,2019,71900,234200,306100
70923173193,2019,3300,11700,15000
70913349382,2019,34900,228900,263800
71001301119,2019,74700,169700,244400
70912407397,2019,105400,206200,311600
60811114086,2019,122200,280400,402600
71035207375,2019,43900,198100,242000
60906207035,2019,67000,168000,235000
70826304043,2019,1279200,5382600,6661800
60812118160,2019,20500,159600,180100
70923164358,2019,44900,288500,333400
71003207092,2019,53100,174000,227100
70920304113,2019,111200,306800,418000
81021307104,2019,56400,192200,248600
81034205098,2019,69600,191800,261400
70920218405,2019,400,14600,15000
71001312017,2019,0,0,0
80924402128,2019,8200,118500,126700
81026360082,2019,100,0,100
70932418168,2019,53100,110500,163600
71006446027,2019,3000,35000,38000
80936201261,2019,70700,104800,175500
60802312095,2019,98400,290900,389300
60803113096,2019,127300,381500,508800
70835315031,2019,51900,307500,359400
71007243266,2019,0,15000,15000
60903207038,2019,0,0,0
60812328587,2019,0,1000,1000
70822105411,2019,0,0,0
70923146512,2019,8000,7000,15000
70923167451,2019,6500,13500,20000
60801313044,2019,116900,168600,285500
80925103048,2019,54700,120900,175600
70920306028,2019,94300,227600,321900
81015402019,2019,0,0,0
70923319044,2019,94000,284000,378000
80924406807,2019,400,100,500
60801412101,2019,78800,233800,312600
70930409151,2019,74300,213000,287300
70919401409,2019,120800,262600,383400
70823406462,2019,54400,242200,296600
70919306047,2019,136500,243700,380200
70913346594,2019,124800,811200,936000
71006206091,2019,63800,231800,295600
70833205599,2019,29200,268300,297500
70913316109,2019,264000,424700,688700
71003407337,2019,55300,215900,271200
71006405213,2019,68000,276600,344600
81031201148,2019,48600,165100,213700
70833107042,2019,129900,386100,516000
60811412307,2019,98100,231100,329200
81022101092,2019,814500,0,814500
71010104273,2019,57600,180000,237600
70921214296,2019,122900,357100,480000
80925116760,2019,800,1200,2000
70833302022,2019,135500,403900,539400
70828418032,2019,0,0,0
70928302200,2019,91600,242200,333800
70935113070,2019,49200,122800,172000
70923159193,2019,8000,7000,15000
70824110038,2019,0,0,0
81026416132,2019,700,0,700
71006307211,2019,69200,213600,282800
81021407079,2019,65100,171200,236300
70922234095,2019,122000,338000,460000
70921213199,2019,78800,338000,416800
80924431680,2019,400,1600,2000
70931403269,2019,106800,223700,330500
81031411127,2019,45700,83800,129500
71007316112,2019,39700,268100,307800
60906106229,2019,72700,207400,280100
80925210273,2019,55800,198000,253800
71011114156,2019,65800,232200,298000
70836310973,2019,0,2000,2000
70826310074,2019,107000,368000,475000
70814303130,2019,87700,269600,357300
70821204165,2019,168000,350000,518000
70834406013,2019,519000,6684000,7203000
70923154515,2019,0,7500,7500
71012214038,2019,19400,186300,205700
80925303292,2019,56100,165500,221600
60812302200,2019,69600,192600,262200
71015403290,2019,50700,177300,228000
70913209114,2019,83600,332500,416100
70823110063,2019,89400,209300,298700
71003204171,2019,53100,192000,245100
70913331214,2019,1600,0,1600
60802316154,2019,18000,0,18000
81034413146,2019,0,0,0
70913434464,2019,0,2300,2300
70920216194,2019,10300,284700,295000
70921214022,2019,111900,260500,372400
70923310240,2019,1100300,6087300,7187600
71010209320,2019,18000,154900,172900
70923147114,2019,8000,7000,15000
70923154622,2019,0,7500,7500
60811116173,2019,18800,204000,222800
70835319067,2019,91000,349000,440000
70929216111,2019,87900,235600,323500
60802418231,2019,59800,174000,233800
70928221054,2019,108400,287500,395900
70913344019,2019,30700,283300,314000
70924201315,2019,71600,182000,253600
70822407049,2019,122000,345000,467000
71011121086,2019,47300,217500,264800
71003405084,2019,54300,198000,252300
80924424099,2019,8600,166800,175400
70929420176,2019,0,0,0
81034307026,2019,44200,133800,178000
70923411585,2019,29700,258300,288000
70922344050,2019,240400,264600,505000
70923166057,2019,38500,203500,242000
81034409244,2019,66900,163400,230300
70826304019,2019,0,0,0
81034306135,2019,71000,354000,425000
70920418229,2019,121600,177200,298800
70926109012,2019,80300,184900,265200
70922423200,2019,79400,241400,320800
71008108972,2019,1100,8900,10000
70918220248,2019,150000,181700,331700
60904107154,2019,89100,176200,265300
60812207400,2019,79900,222000,301900
60801113048,2019,70100,123000,193100
70928311061,2019,0,0,0
80924101291,2019,96200,240100,336300
60802302301,2019,92700,236500,329200
70933405015,2019,90100,137500,227600
71007302088,2019,205000,494000,699000
60801217030,2019,84700,139000,223700
70932303111,2019,75600,128900,204500
81032302185,2019,37200,148700,185900
70923149079,2019,7300,9700,17000
70923179224,2019,65500,0,65500
71001404088,2019,0,0,0
71006211107,2019,69200,171000,240200
81032404072,2019,332000,3248000,3580000
71004312155,2019,58900,150500,209400
70923201118,2019,383000,851000,1234000
70823114057,2019,93800,381800,475600
60901103163,2019,59200,143800,203000
71004315183,2019,58500,130400,188900
70828315014,2019,0,0,0
60903203036,2019,79100,174000,253100
71007219176,2019,136300,327100,463400
71005203022,2019,49800,196600,246400
70826417789,2019,21500,125500,147000
71006403027,2019,62600,169700,232300
80924429966,2019,400,1600,2000
70923164499,2019,44900,415100,460000
70823118166,2019,12800,87300,100100
70826422324,2019,0,4000,4000
80925412465,2019,56200,150300,206500
71035117087,2019,69600,197000,266600
81034408064,2019,69700,174700,244400
70922414069,2019,64300,223800,288100
60903206246,2019,79800,197100,276900
70835108048,2019,154500,328100,482600
81031205091,2019,36300,105900,142200
70918306254,2019,74800,128700,203500
71014301073,2019,61900,169000,230900
70833111225,2019,86500,279500,366000
60802421044,2019,76500,245600,322100
70826420518,2019,0,4000,4000
70813301078,2019,80200,143600,223800
80925305090,2019,68600,107700,176300
71021222171,2019,64000,222000,286000
70926410039,2019,0,0,0
70836205124,2019,71700,198800,270500
70836417084,2019,64900,192300,257200
70901113111,2019,17800,99200,117000
70923165356,2019,52800,307200,360000
71014108205,2019,10700,160200,170900
70922424167,2019,96300,205000,301300
70836103039,2019,77100,168900,246000
70923140283,2019,1500,13500,15000
71015407028,2019,49800,181400,231200
70926104103,2019,80400,190100,270500
81026360355,2019,5700,0,5700
71005326238,2019,101700,228300,330000
70913347865,2019,2500,12500,15000
71015209052,2019,47100,320400,367500
80926103279,2019,60700,154200,214900
71014203360,2019,62900,195000,257900
70926409339,2019,2800,0,2800
70919411044,2019,0,0,0
70931310167,2019,52300,142700,195000
70913350488,2019,0,15000,15000
70912407272,2019,120400,242600,363000
70921413111,2019,129200,502400,631600
60801101176,2019,57000,144500,201500
70923156107,2019,3300,11700,15000
70919401201,2019,99100,185200,284300
70813310186,2019,14900,184800,199700
80925412358,2019,64500,160500,225000
71009312100,2019,68800,200000,268800
81031402085,2019,35900,155900,191800
71003216168,2019,89000,336000,425000
70919224033,2019,101300,151000,252300
70813333013,2019,26300,233900,260200
71010112036,2019,53400,186000,239400
71015116215,2019,46200,256800,303000
70926114037,2019,80100,152800,232900
70833413019,2019,44700,473400,518100
70922316033,2019,91400,320100,411500
71010120188,2019,53600,163300,216900
60802316245,2019,18000,193200,211200
71007115184,2019,82600,231300,313900
70835207030,2019,88300,198700,287000
70923173721,2019,3300,5900,9200
80925217089,2019,57400,157900,215300
71026403049,2019,71300,280200,351500
70932411203,2019,82600,78200,160800
71005413267,2019,55100,125700,180800
60802307096,2019,19400,150500,169900
70913128992,2019,800,11200,12000
71035106080,2019,68200,253300,321500
70824403136,2019,107400,286300,393700
70920405094,2019,114400,217300,331700
71027413071,2019,69700,168400,238100
71022301031,2019,95500,247500,343000
71022102059,2019,393000,1338000,1731000
71002303247,2019,36500,209500,246000
71006130191,2019,44000,546000,590000
70919402027,2019,114800,303100,417900
60812304115,2019,73800,202000,275800
70914438184,2019,2200,22800,25000
70935305172,2019,150000,108000,258000
70935307269,2019,4900,52400,57300
70913334086,2019,30600,293000,323600
60812214075,2019,19100,192300,211400
80924412052,2019,9200,141000,150200
80936414187,2019,76800,151600,228400
71007110051,2019,84900,294200,379100
80924411971,2019,400,1600,2000
81030212998,2019,0,0,0
71014203097,2019,54300,176600,230900
81015108071,2019,62800,167500,230300
80926205025,2019,63400,207300,270700
70828442156,2019,0,0,0
70924218287,2019,42200,462400,504600
71004303063,2019,49200,166100,215300
70921108027,2019,157000,333000,490000
70923167584,2019,6500,18500,25000
71009308141,2019,66000,130000,196000
81021105029,2019,63000,181300,244300
70828401996,2019,0,0,0
70828401037,2019,0,0,0
71002107368,2019,9500,152500,162000
60802408125,2019,67000,172300,239300
71015102090,2019,66100,150000,216100
70813310483,2019,21600,196500,218100
71007303101,2019,115300,275100,390400
70923149277,2019,7300,14700,22000
71009305105,2019,69000,158200,227200
81027204049,2019,1129200,2390300,3519500
70931414381,2019,63100,183800,246900
70920305228,2019,99100,428600,527700
80926205083,2019,69000,208500,277500
70913354224,2019,0,15000,15000
60801217048,2019,85200,134700,219900
71007219209,2019,136300,360400,496700
60802105151,2019,68900,152300,221200
70914437417,2019,1100,5900,7000
81032308084,2019,36700,109600,146300
70914407064,2019,204000,748000,952000
71015201058,2019,61100,139200,200300
80936206021,2019,54900,0,54900
70929203051,2019,88700,229300,318000
70922221042,2019,176900,337600,514500
70930416023,2019,75600,303500,379100
81032307036,2019,44900,299100,344000
70829112013,2019,76100,259900,336000
71004404267,2019,53800,152200,206000
60812306070,2019,78100,254400,332500
70929108110,2019,116400,287600,404000
70921403170,2019,142900,312800,455700
71009217334,2019,10600,0,10600
70923140217,2019,1500,13500,15000
70924219269,2019,0,25000,25000
60802103262,2019,86600,174100,260700
60811302243,2019,76400,221200,297600
70934102016,2019,0,0,0
70823404416,2019,35400,177400,212800
70829109151,2019,109900,423200,533100
60802115431,2019,20500,122700,143200
80925309018,2019,62800,109000,171800
70828302053,2019,0,0,0
71005330130,2019,106500,271000,377500
70836205091,2019,71700,182500,254200
81031416036,2019,43200,205600,248800
70914438150,2019,1100,5900,7000
70918210091,2019,138500,370400,508900
81019306085,2019,57800,155100,212900
81026355439,2019,3800,0,3800
70912417015,2019,9000,91300,100300
70923147122,2019,8000,7000,15000
80925202113,2019,56100,145800,201900
70823110964,2019,0,0,0
70926414198,2019,46100,70000,116100
80935106123,2019,72400,210400,282800
71002106261,2019,9500,153300,162800
80926105324,2019,54500,130800,185300
80925125018,2019,12900,274900,287800
70823403327,2019,45600,344800,390400
71014215183,2019,7800,81800,89600
81034117011,2019,68200,288300,356500
70836405229,2019,63600,140300,203900
81032410061,2019,56900,124300,181200
70826419222,2019,0,4000,4000
70921419010,2019,80700,255900,336600
70918412035,2019,129700,164700,294400
70926413083,2019,45600,96900,142500
70923153781,2019,1300,23700,25000
71005222189,2019,50200,199300,249500
70913347097,2019,2500,12500,15000
80924445087,2019,13400,256900,270300
60803106140,2019,101400,130500,231900
70833122016,2019,73000,303300,376300
71016111206,2019,0,0,0
70935207146,2019,34900,91000,125900
80935106131,2019,66400,178700,245100
71030201273,2019,251000,198500,449500
71005303096,2019,51000,466500,517500
71006405156,2019,54100,216700,270800
70921404011,2019,0,0,0
70816407154,2019,162800,395400,558200
70821114257,2019,61300,231400,292700
71005310059,2019,51700,178200,229900
71006423166,2019,57000,186000,243000
71016205083,2019,64400,178600,243000
71005318144,2019,87500,319500,407000
70929224148,2019,86100,184600,270700
70920411190,2019,132100,160700,292800
70834426110,2019,23400,98800,122200
70826421186,2019,0,4000,4000
81032405054,2019,229000,897500,1126500
60812103137,2019,84200,184700,268900
71003310142,2019,51200,155200,206400
70919226146,2019,103700,224100,327800
71007204250,2019,0,0,0
70929113119,2019,89800,235100,324900
71006311030,2019,88000,154800,242800
70935202310,2019,66200,177800,244000
71011410083,2019,0,0,0
71007225206,2019,47000,612400,659400
70932417037,2019,53900,145800,199700
71034106081,2019,62600,178200,240800
60801113030,2019,66800,140800,207600
71006410064,2019,68000,302500,370500
70833412095,2019,46200,208800,255000
70921304154,2019,154800,432200,587000
71015119277,2019,49500,116500,166000
60801305174,2019,75200,155100,230300
70901113541,2019,11800,74700,86500
70930101012,2019,81400,210600,292000
70922411106,2019,165000,1027000,1192000
70933410022,2019,567000,2767000,3334000
71011208058,2019,21300,189600,210900
80924436945,2019,400,1600,2000
60812405426,2019,81600,186700,268300
71001331017,2019,59600,206400,266000
81028114065,2019,57100,154300,211400
70926417035,2019,35700,96300,132000
71011422054,2019,24900,176600,201500
71004302396,2019,48000,167000,215000
70834302071,2019,190900,446100,637000
71022104021,2019,0,0,0
71005301181,2019,54400,179400,233800
60802305214,2019,13800,198700,212500
70823307222,2019,76300,202200,278500
70932206109,2019,84100,213600,297700
70914437813,2019,1100,5900,7000
70929114175,2019,82400,170400,252800
70928324022,2019,150800,427500,578300
70826312228,2019,72500,229600,302100
70920403121,2019,114400,218500,332900
70921315135,2019,105200,196900,302100
70930102119,2019,88000,280000,368000
70835208210,2019,78200,189500,267700
70913412014,2019,0,0,0
70823210045,2019,77100,166100,243200
71006101118,2019,44400,120600,165000
70835305115,2019,80300,184600,264900
60801213187,2019,70100,159500,229600
70921417361,2019,151400,267300,418700
81032102098,2019,109500,274300,383800
70834208013,2019,0,0,0
60812319015,2019,82300,232600,314900
81027107053,2019,36700,112000,148700
70929124041,2019,0,10000,10000
70922224153,2019,127500,210500,338000
70913106328,2019,97600,110400,208000
70931407245,2019,73900,126700,200600
71006123120,2019,44600,172000,216600
70918307301,2019,88600,114400,203000
70921221085,2019,121400,223000,344400
80936104027,2019,13800,111200,125000
70835305230,2019,85700,222700,308400
71011309062,2019,71000,187500,258500
70836109160,2019,115900,199400,315300
71003111011,2019,20500,135500,156000
71002436014,2019,60300,235600,295900
70816402229,2019,208900,471900,680800
70923152650,2019,0,1100,1100
70918323018,2019,26400,111300,137700
71006446192,2019,3000,35000,38000
70918307038,2019,75400,129700,205100
71010207366,2019,52900,157000,209900
60802311104,2019,95400,227700,323100
70829111213,2019,73800,0,73800
70924218427,2019,51300,743300,794600
71010405077,2019,83400,113500,196900
60801410163,2019,75800,190500,266300
71007305107,2019,99200,389800,489000
70826419248,2019,0,4000,4000
80925306452,2019,67100,90500,157600
71010108168,2019,57200,158700,215900
70813320408,2019,14600,103100,117700
71007302153,2019,108300,242500,350800
60802304141,2019,98600,265100,363700
71010219030,2019,10600,101200,111800
71005230025,2019,54600,114600,169200
71019411447,2019,9000,67200,76200
81032407042,2019,35000,0,35000
70826309027,2019,107600,331000,438600
71035115023,2019,64600,265600,330200
70922418110,2019,59400,174400,233800
70824310076,2019,13500,138300,151800
60801226370,2019,16200,154800,171000
71007214209,2019,113300,54300,167600
70835203103,2019,129200,355700,484900
70922320076,2019,153200,271800,425000
70923167336,2019,6500,18500,25000
71006123063,2019,44600,193500,238100
70921213107,2019,67300,161000,228300
70922317156,2019,101100,378900,480000
70918412077,2019,127900,104300,232200
71010218123,2019,10900,106400,117300
81016301062,2019,0,0,0
71011112275,2019,57400,231700,289100
71006130109,2019,52800,102600,155400
81032102056,2019,86900,54100,141000
70826418323,2019,21200,109100,130300
60801118139,2019,66700,172800,239500
71003311306,2019,51800,120400,172200
70817404026,2019,0,0,0
70918320379,2019,20500,142500,163000
71009201080,2019,51500,165800,217300
71015106290,2019,59200,119100,178300
70921110080,2019,124200,387800,512000
81026351114,2019,46900,229700,276600
70922317065,2019,99000,695000,794000
70835309034,2019,80500,230500,311000
71015203301,2019,49600,168500,218100
70828321061,2019,12200,0,12200
70913433276,2019,13500,285000,298500
71010107285,2019,55100,220500,275600
81028106054,2019,420500,746500,1167000
70931303104,2019,110100,163300,273400
71009216071,2019,50300,171700,222000
71003305028,2019,53000,138800,191800
81032307028,2019,50100,161100,211200
70826315420,2019,47500,0,47500
60801302188,2019,73500,186500,260000
70928207012,2019,105800,236300,342100
80924102182,2019,96200,282600,378800
70835107397,2019,0,0,0
71006124011,2019,44400,147200,191600
81015102057,2019,57400,196400,253800
70820105067,2019,100,0,100
80936119068,2019,13800,94000,107800
81021307013,2019,53500,203100,256600
70913109124,2019,106200,49800,156000
70913433101,2019,11700,273600,285300
70919413024,2019,109600,204800,314400
71015215067,2019,23000,277000,300000
70936408214,2019,62200,183700,245900
70930408096,2019,75800,175800,251600
71005221090,2019,63800,239100,302900
71021224052,2019,66100,189400,255500
70919402019,2019,122100,230200,352300
71005202066,2019,38300,152700,191000
70913202142,2019,71000,275100,346100
70826416707,2019,21500,119600,141100
70919219141,2019,90800,220000,310800
71016111016,2019,45500,119000,164500
71005316180,2019,55000,177500,232500
60811108203,2019,103100,280300,383400
60812121212,2019,82800,238500,321300
70827401062,2019,0,0,0
80925407086,2019,51600,198400,250000
81031207039,2019,36300,100700,137000
80926311088,2019,69500,271300,340800
70922111079,2019,92000,259100,351100
81023304075,2019,35600,152700,188300
60804206098,2019,109200,0,109200
70922436021,2019,145900,200100,346000
71015119334,2019,46000,150400,196400
70820115214,2019,100,0,100
70823307058,2019,82300,167100,249400
71003303048,2019,56300,115600,171900
70923133212,2019,77400,167600,245000
70923143683,2019,44900,292100,337000
70922111029,2019,160000,1730000,1890000
80924407128,2019,7600,128300,135900
71020309186,2019,23800,176000,199800
71016100994,2019,2534000,21779000,24313000
81031303043,2019,107000,253000,360000
71007305165,2019,104700,365700,470400
70914410249,2019,0,0,0
71014215646,2019,7800,124400,132200
70816322039,2019,17300,102600,119900
71010413137,2019,54000,151800,205800
81021416252,2019,0,0,0
70928106206,2019,77000,249000,326000
70813325127,2019,15400,184600,200000
70936302127,2019,63800,141000,204800
70829402018,2019,15100,0,15100
70923167419,2019,6500,13500,20000
71015110069,2019,48600,137400,186000
60801310123,2019,0,0,0
71027106072,2019,0,0,0
70826412135,2019,10000,76700,86700
70824402229,2019,110000,311300,421300
71006119054,2019,79400,138800,218200
70931302172,2019,110700,175900,286600
71009209141,2019,50800,162400,213200
81019304245,2019,63200,112000,175200
70923132305,2019,129400,158900,288300
70919211098,2019,91500,183300,274800
70923142065,2019,44900,257500,302400
80924408035,2019,8000,136000,144000
70931212321,2019,74800,271800,346600
71010206194,2019,59700,180100,239800
70826416682,2019,18400,83600,102000
71009214372,2019,54100,209400,263500
60801415048,2019,83000,163200,246200
70901105077,2019,85800,137900,223700
70824310042,2019,13500,136200,149700
71005314077,2019,61400,158500,219900
71013203064,2019,50700,65300,116000
81031208186,2019,39800,142700,182500
81034409343,2019,67900,251300,319200
60811107099,2019,107700,238200,345900
70913119313,2019,98800,161200,260000
71034104291,2019,73400,210200,283600
70825209278,2019,17000,44000,61000
81030215033,2019,4500,74200,78700
60901201016,2019,61000,168300,229300
70816408368,2019,0,0,0
60801208154,2019,105000,480000,585000
70918304042,2019,87700,119400,207100
71022104097,2019,495000,2797000,3292000
81021416187,2019,0,0,0
71011119312,2019,52400,256800,309200
80925201040,2019,56900,137100,194000
70934404058,2019,127300,419800,547100
71004303120,2019,67800,136700,204500
70921216060,2019,88400,199700,288100
70930104090,2019,82000,186100,268100
70914422111,2019,327000,1430600,1757600
70923112018,2019,0,0,0
80925115811,2019,800,1200,2000
60812219041,2019,20000,107100,127100
71006304027,2019,88000,314800,402800
70828421134,2019,0,0,0
70816322451,2019,17300,217400,234700
70822106104,2019,52100,182100,234200
71002315078,2019,2300,0,2300
70922440048,2019,92000,223300,315300
70828408067,2019,0,0,0
71006108065,2019,70400,118100,188500
71003304187,2019,49900,151500,201400
71006312294,2019,75000,175000,250000
70923152220,2019,35800,660200,696000
71007206355,2019,44900,125800,170700
81030312243,2019,56000,130900,186900
71004200946,2019,549500,0,549500
70828404065,2019,0,0,0
70923149136,2019,7300,1200,8500
70923167435,2019,6500,13500,20000
70918211304,2019,93100,246600,339700
70920306010,2019,94900,185500,280400
70922433069,2019,112300,269500,381800
80935107105,2019,76900,270900,347800
71005217023,2019,60600,183400,244000
70928105323,2019,108400,211600,320000
71002303031,2019,34300,197800,232100
70836110084,2019,99400,275800,375200
70923170701,2019,2300,800,3100
71006108148,2019,98400,115800,214200
70929416307,2019,71300,226700,298000
80926106083,2019,55700,113400,169100
81034401034,2019,65900,184900,250800
70833211059,2019,114900,310100,425000
71010411181,2019,71100,190900,262000
70923317212,2019,60200,237200,297400
81032414039,2019,44900,119700,164600
71035115148,2019,63800,246200,310000
71022207023,2019,516500,1833500,2350000
60801314208,2019,61000,937000,998000
70922201094,2019,0,0,0
70912438029,2019,9000,91300,100300
71005307361,2019,0,0,0
71011305226,2019,69100,194800,263900
60802304216,2019,92400,201100,293500
70923137016,2019,93600,45500,139100
70932117108,2019,153800,421000,574800
71002107243,2019,9500,113900,123400
81031404271,2019,38100,147500,185600
70813317017,2019,0,0,0
80925113021,2019,12100,249300,261400
60802203088,2019,0,0,0
70835206230,2019,87800,278300,366100
71006108255,2019,67300,110500,177800
71014104162,2019,580000,1930000,2510000
70928314106,2019,159300,453300,612600
81021401112,2019,52500,143100,195600
70835315396,2019,51900,363000,414900
80925303383,2019,53800,175500,229300
70921121128,2019,118200,380800,499000
70923146356,2019,8000,7000,15000
70918321939,2019,0,2000,2000
70814312066,2019,26100,278900,305000
71016203110,2019,126000,272200,398200
80936414161,2019,71500,164200,235700
70834418232,2019,21300,121100,142400
71007303086,2019,106400,231100,337500
70932302056,2019,220000,146000,366000
70826412549,2019,10000,75400,85400
70836213367,2019,11600,116300,127900
80936201146,2019,62900,153300,216200
71009224016,2019,44800,350500,395300
60812330392,2019,0,5000,5000
70822117028,2019,26100,248900,275000
70920409210,2019,0,0,0
70913111145,2019,92500,264500,357000
70823413417,2019,25400,176000,201400
71016109136,2019,63900,92900,156800
70835303036,2019,78200,184900,263100
81031203194,2019,38600,161700,200300
70923148302,2019,4200,800,5000
60801202213,2019,66700,143600,210300
70930414168,2019,75600,272700,348300
81032422058,2019,31900,111400,143300
70814407023,2019,84700,200500,285200
70823303171,2019,83500,241800,325300
80924104013,2019,78300,249200,327500
80935108012,2019,465700,254300,720000
70829103054,2019,52900,254100,307000
70924219342,2019,0,25000,25000
70923125029,2019,71900,578100,650000
70835124961,2019,500,1500,2000
71002107219,2019,9500,107100,116600
70935116040,2019,450900,506300,957200
60803113244,2019,161100,465800,626900
80936203077,2019,89900,258200,348100
71014307154,2019,61200,161300,222500
81034107591,2019,62300,183000,245300
70922345058,2019,131200,616800,748000
70927302011,2019,0,0,0
80936408015,2019,77000,175700,252700
70816313012,2019,0,0,0
60801218062,2019,78800,145000,223800
70813309329,2019,95600,226400,322000
60801403027,2019,75800,152700,228500
80924440946,2019,400,1600,2000
81033100926,2019,0,0,0
70924213055,2019,0,0,0
70824403095,2019,105100,308800,413900
70929225055,2019,13300,118900,132200
70823209212,2019,137300,327200,464500
81031207097,2019,39900,170200,210100
70913405134,2019,96100,319700,415800
81015108039,2019,58600,204300,262900
71004316131,2019,48300,190000,238300
71002405308,2019,53100,220000,273100
81031201015,2019,40000,449000,489000
70922307074,2019,101200,487800,589000
